team,rank,barthag,adjoe,adjde,adjoe_z,adjde_z,eFG%,eFG% Def,FTR,FTR Def,OR%,DR%,TO%,TO% Def.,3P%,3pD%,2p%,2p%D,ft%,ft%D,3P rate,3P rate D,arate,arateD,V38,V40,eFG%_z,eFG% Def_z,FTR_z,FTR Def_z,OR%_z,DR%_z,TO%_z,TO% Def._z,3P%_z,3pD%_z,2p%_z,2p%D_z,ft%_z,ft%D_z,3P rate_z,3P rate D_z,arate_z,arateD_z,V38_z,V40_z
UNLV,92,0.718525791850987,107.972107549048,99.5221953855118,0.377274090379261,0.981182996072307,48.9,52.2,36.2,30.7,27.9,31.2,17.5,25,33.5,35.8,48.1,51.1,73.1,73,39.7,44.6,48.8,57.6,11.5,8.8,-0.571457528632963,-0.6126631074178,0.981991716769701,0.209853921710704,-0.124619139828475,-0.928162117049425,0.400212941494701,2.86957878744687,-0.213142880326761,-0.745791299980182,-0.631331087801797,-0.300394728008132,0.41311647477492,-0.535178509313267,0.46122936833256,-1.73674346033502,-0.393668768108923,-1.21060300160522,1.0929124886243,-0.0544511158599041
South Alabama,93,0.717653006058395,109.124950621603,100.622533526802,0.552221928567288,0.800129016048282,52.8,46.3,21.4,28.5,21.1,28.6,14.6,16.2,34.6,28.4,53.4,47.8,69.8,71.8,37.8,28.7,41.9,41.3,10.3,8.4,0.84018515726075,1.56914696434259,-2.22938660023392,0.622330766106885,-1.80462943339817,-0.0370131790318783,1.855495026163,-0.885063007678993,0.248647418720853,2.4366464919289,0.983208164919028,0.818867619366488,-0.482417772660619,-0.0683708227757024,0.0848570359390828,2.10267826098245,-1.74143006319151,1.74054107395424,0.606080828899638,-0.305444830871272
Furman,94,0.715950642984139,114.772080120214,105.906872236376,1.40919294333007,-0.0693769287715652,55.6,50.5,34.2,31.8,30.1,27.5,16,18.6,34.5,33,59.1,51.1,73.1,70.5,46.5,34.9,59.2,42.8,8.4,8.3,1.85367221379983,0.0159940319029926,0.548021673931376,0.00361549951261321,0.418913602208777,0.340011371667851,1.15294505425417,0.138930209173516,0.206666482443796,0.458374351012442,2.71959943671312,-0.300394728008132,0.41311647477492,0.437337504306657,1.80824613689869,0.605545262732868,1.6377395607112,1.46896339828926,-0.164735965664405,-0.368193259624113
St. John's,95,0.702098130302903,108.6590138873,100.853205956975,0.481514452121275,0.762173264086626,49.9,50.6,27.7,30.7,33.2,27.9,18.4,19.7,33.2,35.2,49.9,49.2,69.6,71.7,26.7,38.9,52.3,57.3,9.8,6.7,-0.209497865583293,-0.0209857998217604,-0.862380965293188,0.209853921710704,1.18480064780673,0.202911535049767,-0.0514263261609775,0.608260433564248,-0.339085689157927,-0.487755803338907,-0.082997001972083,0.344029047753012,-0.536692575535501,-0.0294701822309076,-2.11394974804386,-0.360346994202344,0.289978265628618,-1.15628746647222,0.403234304014363,-1.37216811966958
UC Irvine,96,0.696294047613125,107.373509938579,99.8994945766438,0.286434876969346,0.919100698230455,52,45.5,29.6,37.1,26.6,26.2,17.5,17.4,37,31.8,50.3,44.3,73.1,73.5,32.2,36,52.2,50.1,5.7,8,0.550617426821013,1.86498561814062,-0.450109424596778,-0.99007871653273,-0.445797578305035,0.785585840676624,0.400212941494701,-0.373066399252739,1.25618988937019,0.974445344294995,0.0388550171011864,2.00596404840017,0.41311647477492,-0.729681712037252,-1.02445089111537,0.339924892075684,0.270445493236118,0.147285376719685,-1.26010720004489,-0.556438545882639
Tulane,97,0.692511383930667,111.037712383217,103.468897371572,0.842489999850815,0.331777076445269,53.2,50.5,35.5,29.7,18.7,30.3,14.9,19.7,34.3,35.2,54.3,48.9,78.2,69.2,37.7,42.5,56.1,62,10.3,12.1,0.984969022480617,0.0159940319029926,0.830102201776288,0.39734339643624,-2.39757424289336,-0.619687484658736,1.70494860361111,0.608260433564248,0.122704609889684,-0.487755803338907,1.25737520783388,0.445780170241615,1.79712394808439,0.943045831389016,0.0650479658131114,-1.22965002544403,1.03222361654366,-2.00723085022249,0.606080828899638,2.01624703298387
San Jose St.,98,0.690496754910225,110.493499039291,103.046367954463,0.759903782958381,0.401301734161165,50.6,48.9,27.8,28.1,34.7,23.8,19.1,13.2,33.3,34.9,51.1,47,67.5,77.4,41.6,35.4,49.4,51.3,12,7.5,0.0438738985514763,0.607671339499032,-0.840682463151271,0.697326555997098,1.55539115374122,1.60818486038513,-0.402701312115396,-2.16505452874463,-0.297104752880873,-0.358738055018267,0.282559055247727,1.09020394600276,-1.10657800572175,-2.24680669328434,0.837601700726036,0.484808730615966,-0.276472133753916,-0.0699767638122989,1.29575901350957,-0.870180689646848
San Francisco,99,0.687758337869146,110.480208908262,103.148562804792,0.757886960592835,0.384486190197185,53.7,49.6,33.1,37.8,28.4,26.4,19.8,17.7,36.4,33.5,52.9,49.3,74.5,77,49,34.6,48.8,43.9,6.6,8.4,1.16594885400545,0.348812517425764,0.309338150370295,-1.12132134884061,-0.00108897118364586,0.717035922367582,-0.753976298069813,-0.245067247146175,1.00430427170785,0.243344770478045,0.830893141077441,0.31011200692348,0.79304009489909,-2.09120413110515,2.303472890048,0.677987182003008,-0.393668768108923,1.26980643613494,-0.894983455251392,-0.305444830871272
Temple,100,0.687731325409304,108.795639477007,101.57689515706,0.50224784778397,0.643094587215305,50.1,48.6,35.1,32.1,28.6,28.9,19.8,16.7,33.2,33.3,50.4,47.9,75.9,69.7,43.8,33.5,58.7,51.5,10.2,8.5,-0.137105932973358,0.718610834673289,0.743308193208621,-0.0526313429050479,0.0483230962742861,-0.139838056495442,-0.753976298069813,-0.671731087501387,-0.339085689157927,0.329356602691805,0.0693180218695043,0.784950578536954,1.17296371502326,0.748542628665032,1.27340124349743,0.943607552660192,1.5400756987487,-0.10618712056763,0.565511523922582,-0.24269640211843
Montana St.,101,0.685159897660458,106.436623201774,99.4776932191414,0.144259143659891,0.988505558145468,51.1,49.9,43,35.7,25.6,25.3,17.7,20.3,31.4,35.3,53.2,48.2,75.5,72.7,33.8,34.6,49.4,40.4,9,5.6,0.224853730076311,0.237873022251508,2.45748986242002,-0.727593451916978,-0.692857915594695,1.09406047306731,0.299848659793439,0.864258737777376,-1.09474254214493,-0.530761719445784,0.922282155382394,0.683199456048351,1.0644141092735,-0.418476587678877,-0.707505769099815,0.677987182003008,-0.276472133753916,1.90348767935323,0.0786798641979243,-2.06240083595084
Vermont,102,0.683382850385437,110.867872233539,103.693363346397,0.816716182293925,0.294842559139203,54.7,51,28.2,26.6,19.3,22,14.6,16.6,36.5,34.7,54.7,50.3,70.5,72.7,43.3,35.8,52.4,44.4,8,8.6,1.52790851705512,-0.16890512672077,-0.753888454583608,0.978560768085403,-2.24933804051956,2.22513412516651,1.855495026163,-0.714397471536907,1.04628520798491,-0.27272622280451,1.37922722690716,-0.029058401371859,-0.292455962598534,-0.418476587678877,1.17435589286757,0.388219504922446,0.30951103802112,1.17928054424661,-0.327013185572624,-0.179947973365588
Saint Louis,103,0.678940369926813,111.072930227925,104.070100572436,0.847834426983938,0.23285272925146,51.7,48,29.3,32.4,29.7,26.1,17.3,15.1,34.9,34,51.4,46.2,72.8,72.9,32.6,38.3,58.1,52.8,10.3,8.5,0.442029527906113,0.940489825021804,-0.515204931022527,-0.108878185322708,0.320089467292913,0.819860799831146,0.500577223195965,-1.35439323206973,0.374590227552019,0.0283151899436474,0.373948069552679,1.36154027263903,0.331704270462599,-0.496277868768472,-0.945214610611483,-0.215463155662062,1.42287906439369,-0.34155443947728,0.606080828899638,-0.24269640211843
Nebraska,104,0.677730817161333,106.701364170672,100.022352002331,0.184434481736014,0.898885252576617,51.9,49.6,28,21.4,25,28.6,18.8,17.6,32.6,33.9,53.6,48.7,63.8,69.4,36.9,43.6,50.9,58.3,7.4,12,0.514421460516045,0.348812517425764,-0.797285458867439,1.95350603665819,-0.841094117968492,-0.0370131790318783,-0.252154889563503,-0.287733631181697,-0.590971306820262,0.0713211060505275,1.04413417445566,0.513614251900681,-2.11066185890706,0.865244550299421,-0.0934245951946689,-1.49527039610122,0.0165194521336019,-1.33733925024888,-0.570429015434953,1.95349860423103
Southern Miss,105,0.676474762955699,108.139942143772,101.421535646288,0.402743558183798,0.668658054211871,51.2,47.6,32.8,30.4,30.9,28.7,17.5,19.7,32.7,32.2,52.4,47.2,72.9,72,37.2,38.2,55.2,52.6,7.4,6.7,0.261049696381278,1.08840915192082,0.244242643944547,0.266100764128365,0.616561872040506,-0.0712881381863998,0.400212941494701,0.608260433564248,-0.548990370543205,0.802421679867477,0.678578117235854,1.02236986434369,0.358841671900042,-0.146172103865297,-0.0339973848167507,-0.191315849238683,0.856428665011154,-0.30534408272195,-0.570429015434953,-1.37216811966958
Duquesne,106,0.667942531929701,109.106404103001,102.673103773903,0.549407431596579,0.462720095440138,51.3,50,26.5,34.3,33,33,17.2,20.9,36.7,35.2,48.8,48.6,69.2,69,39.4,34.2,56.1,53.1,10.1,8.2,0.297245662686246,0.200893190526755,-1.12276299099618,-0.465108187301229,1.13538858034879,-1.5451113818308,0.550759364046594,1.1202570419905,1.13024708053902,-0.487755803338907,-0.418090054423575,0.547531292730216,-0.645242181285261,1.02084711247861,0.401802157954642,0.774576407696529,1.03222361654366,-0.395869974610276,0.524942218945527,-0.430941688376956
UNC Greensboro,107,0.666578608057508,104.483194098947,98.3750312125367,-0.15218033429574,1.16994191613906,50.6,47.8,32.4,31.4,29.2,26.5,17.8,19.3,35.1,32.8,49.3,46.8,71.4,67.7,39.1,41.2,55.8,47.5,7.4,7,0.0438738985514763,1.01444948847131,0.15744863537688,0.0786112894028282,0.196559298648083,0.682760963213062,0.249666518942808,0.437594897422164,0.458552100106131,0.544386183226202,-0.265775030581988,1.15803802766183,-0.0482193496615673,1.52655543956097,0.342374947576725,-0.915735041940091,0.97362529936616,0.618020014538985,-0.570429015434953,-1.18392283341106
Colgate,108,0.657656789031103,113.444111476658,107.183149796507,1.20766920701046,-0.279380675080173,58.4,52.4,27.5,20.6,25.5,23.9,15,17.9,41,35.8,56.8,51.6,66.4,68.8,34.8,36.6,61.2,53.8,7.4,8.5,2.8671592703389,-0.686622770867306,-0.90577796957702,2.10349761643862,-0.717563949323662,1.57390990123061,1.65476646276048,-0.159734479075133,2.93542734045242,-0.745791299980182,2.01895032704182,-0.469979932155801,-1.4050894215336,1.09864839356821,-0.50941506784009,0.195041053535402,2.02839500856123,-0.522606223253933,-0.570429015434953,-0.24269640211843
Akron,109,0.653005274054779,109.307088737662,103.459554621774,0.579862004146243,0.333314369366397,51.2,50.1,33.8,27.1,30,26,16.3,18.1,34.5,35.4,50.9,48.4,74.7,74.6,44.1,35.2,51.7,48,6.9,9.8,0.261049696381278,0.163913358802002,0.461227665363711,0.884816030722635,0.394207568479812,0.854135758985667,1.00239863170227,-0.0744017110040911,0.206666482443796,-0.573767635552664,0.221633045711092,0.615365374389284,0.847314897773972,-1.15758875803002,1.33282845387535,0.533103343462726,0.172781631273612,0.527494122650658,-0.773275540320227,0.573033171668514
Colorado St.,110,0.649819472624814,112.550149586664,106.659166881707,1.07200746448862,-0.193162458489048,55.4,52.7,29.4,29.6,19.4,26.6,16.7,17.7,35.7,36.3,56.5,51.2,73.8,74.3,38.7,43.3,62.1,49.7,7.3,9.2,1.78128028118989,-0.797562266041562,-0.493506428880611,0.416092343908794,-2.22463200679059,0.648486004058541,0.80167006829975,-0.245067247146175,0.710437717768466,-0.960820880514579,1.92756131273687,-0.334311768837666,0.603078284837005,-1.04088683639563,0.263138667072836,-1.42282847683108,2.20418996009374,0.219706090230346,-0.610998320412008,0.196542599151462
Cal St. Fullerton,111,0.648171191821391,104.940236416841,99.5101546285717,-0.0828226156439516,0.983164229735572,49.6,48.3,39,32.4,26.1,29.9,17.8,20.6,36.4,30.9,46.4,49.6,69.7,70.8,38.5,39.4,43.9,49.5,7.5,9.3,-0.318085764498193,0.829550329847548,1.58954977674336,-0.108878185322708,-0.569327746949865,-0.482587648040652,0.249666518942808,0.992257889883938,1.00430427170785,1.36149858925691,-1.14920216886319,0.208360884434877,-0.509555174098058,0.320635582672267,0.22352052682089,-0.481083526319245,-1.35077461534148,0.255916446985677,-0.529859710457898,0.259291027904305
Southern Utah,112,0.646492167508811,110.403625400737,104.757818392992,0.746265154120367,0.119692925121393,52.1,51.3,41.4,32.8,28.2,25.3,19.2,17.8,35.1,35.2,51.8,50.5,73.6,72.5,38,35.4,42.5,47.3,8.6,9.4,0.58681339312598,-0.279844621895029,2.11031382814935,-0.183873975212924,-0.0505010386415787,1.09406047306731,-0.452883452966026,-0.202400863110653,0.458552100106131,-0.487755803338907,0.495800088625948,-0.0968924830309278,0.548803481962123,-0.340675306589282,0.124475176191028,0.484808730615966,-1.6242334288365,0.654230371294316,-0.0835973557102952,0.322039456657147
Princeton,113,0.641960838295351,108.80599513368,103.419531044773,0.503819353734019,0.339900006670791,52.6,47.8,31.8,29.4,27.8,22.8,17.3,14.5,33.6,32.6,54.2,47.2,71.2,68.9,40.8,32.3,47.9,42.3,8,9.2,0.767793224650815,1.01444948847131,0.0272576225253825,0.453590238853901,-0.149325173557441,1.95093445193034,0.500577223195965,-1.61039153628285,-0.171161944049705,0.630398015439959,1.22691220306557,1.02236986434369,-0.102494152536449,1.05974775302341,0.679129139718256,1.23337522974076,-0.569463719641434,1.55948929017758,-0.327013185572624,0.196542599151462
Washington,114,0.6411482498136,104.781918100597,99.625273689993,-0.106847955980242,0.964222085075827,48.9,47,31.7,25.7,26.4,34.4,20,18.5,31.5,29.8,49.8,48.4,74.6,70.5,36.5,37.2,46.6,60.3,13.4,10.1,-0.571457528632963,1.31028814226933,0.00555912038346582,1.14730129533839,-0.495209645762967,-2.0249608099941,-0.854340579771075,0.0962638251379946,-1.05276160586788,1.83456366643258,-0.113460006740401,0.615365374389284,0.820177496336529,0.437337504306657,-0.172660875698558,0.0501572149951203,-0.823389760743949,-1.69944281780218,1.86372928318834,0.761278457927039
James Madison,115,0.637440990983364,106.40935852831,101.314160003761,0.14012163718151,0.686326066168912,51.5,49.4,38.9,31.8,31.3,27.6,18.6,21.4,34.5,31.5,51.4,50.7,70.1,67.6,37,37.3,46.1,47,6.8,8.6,0.369637595296178,0.42277218087527,1.56785127460144,0.00361549951261321,0.715386006956371,0.305736412513331,-0.151790607862241,1.33358896216811,0.206666482443796,1.10346309261563,0.373948069552679,-0.164726564689997,-0.401005568348298,1.56545608010577,-0.0736155250686962,0.0260099085717413,-0.921053622706455,0.708545906427312,-0.813844845297282,-0.179947973365588
Kennesaw St.,116,0.634533927359852,107.310761212329,102.284026549084,0.276912545380724,0.52674039742447,52.9,51.2,36.5,36.2,27.5,25.8,17.9,19.6,37.1,34.8,51.3,50.5,66.3,69.2,37.9,39.3,54.2,47,7.8,8.4,0.876381123565717,-0.242864790170276,1.04708722319545,-0.821338189279747,-0.223443274744339,0.922685677294709,0.199484378092178,0.565594049528728,1.29817082564725,-0.315732138911387,0.343485064784361,-0.0968924830309278,-1.43222682297104,0.943045831389016,0.104666106065055,-0.456936219895864,0.661100941086142,0.708545906427312,-0.408151795526734,-0.305444830871272
UMass Lowell,117,0.633826478861605,109.38875926101,104.29233646209,0.592255782487485,0.19628515895993,53.7,46.8,32.9,33.6,36.1,27.4,20,20.1,37.6,34.4,52.5,44.5,74.1,73.7,31,31.8,51.6,46.2,12.6,7.4,1.16594885400545,1.38424780571883,0.265941146086462,-0.333865554993353,1.90127562594674,0.374286330822372,-0.854340579771075,0.778925969706334,1.50807550703252,-0.14370847448387,0.709041122004171,1.93812996674111,0.684490489149326,-0.807482993126847,-1.26215973262704,1.35411176185766,0.153248858881111,0.853387333448634,1.5391748433719,-0.93292911839969
Mississippi,118,0.632359313594903,107.123935916378,102.189141673498,0.248561174388837,0.54235312929675,47.5,49.4,29.6,31.1,33.8,30,18.5,18,29.7,33.9,49,48.7,69.8,74.1,34.5,33.8,52.5,55.6,10.3,7.5,-1.0782010569025,0.42277218087527,-0.450109424596778,0.134858131820489,1.33303685018052,-0.516862607195173,-0.101608467011609,-0.117068095039611,-1.80841845885488,0.0713211060505275,-0.35716404488694,0.513614251900681,-0.482417772660619,-0.963085555306031,-0.568842278218007,0.871165633390051,0.329043810413621,-0.848499434051911,0.606080828899638,-0.870180689646848
UC Santa Barbara,119,0.628088744226165,111.464786449917,106.499599920163,0.907299934953017,-0.166906680938708,54.2,49.8,33.3,28.5,28,26.1,17.5,18.8,34.7,35.2,55.1,48.5,73.4,75.2,29.1,31.3,53.1,49.9,6.8,5.9,1.34692868553029,0.274852853976261,0.352735154654129,0.622330766106885,-0.0999131060995089,0.819860799831146,0.400212941494701,0.224262977244558,0.290628354997909,-0.487755803338907,1.50107924598043,0.58144833355975,0.494528679087245,-1.3909926012988,-1.63853206502052,1.47484829397456,0.446240444768629,0.183495733475016,-0.813844845297282,-1.87415554969232
Penn,120,0.623016770665915,110.557531015228,105.831842444759,0.769620852030328,-0.057031230769322,53.4,49.1,29.9,31.3,30.2,27.6,19,14.9,36,32.8,53,49,74.3,68.6,38.7,44,53.9,51.6,9.3,8.3,1.05736095509055,0.533711676049526,-0.385013918171029,0.0973602368753815,0.443619635937744,0.305736412513331,-0.352519171264764,-1.43972600014077,0.836380526599632,0.544386183226202,0.861356145845759,0.411863129412081,0.738765292024208,1.1764496746578,0.263138667072836,-1.59185962179474,0.602502623908638,-0.124292298945296,0.200387779129089,-0.368193259624113
Belmont,121,0.619893574239434,111.673253963944,107.023356887465,0.938935585788446,-0.253087719236797,55.3,51.1,24.3,29.3,25.4,30,16.8,17.7,38.9,35.6,53.2,49.8,72.5,66.4,41.5,33.5,54.2,49,7.8,10.2,1.74508431488492,-0.205884958445523,-1.60013003811834,0.472339186326455,-0.742269983052628,-0.516862607195173,0.751487927449118,-0.245067247146175,2.05382767863425,-0.659779467766425,0.922282155382394,0.14052680277581,0.250292066150278,2.03226376664333,0.817792630600063,0.943607552660192,0.661100941086142,0.346442338874004,-0.408151795526734,0.82402688667988
Charlotte,122,0.618312831070885,107.536621934195,103.119058168643,0.31118767437498,0.38934099946318,54.5,50.1,24.8,25.5,23.1,23.7,17.2,17.8,37.5,34.4,53.3,49.1,74.7,73.4,40.9,38.7,52.9,43,7.7,9.1,1.45551658444519,0.163913358802002,-1.49163752740876,1.18479919028349,-1.31050875881885,1.64245981953965,0.550759364046594,-0.202400863110653,1.46609457075547,-0.14370847448387,0.95274516015071,0.377946088582546,0.847314897773972,-0.690781071492457,0.698938209844229,-0.312052381355584,0.407174899983626,1.43275304153393,-0.448721100503789,0.133794170398621
Loyola Marymount,123,0.610099857520265,109.344053499791,105.168744356502,0.585471531910782,0.0520775454514235,53.1,51.8,31.6,34.9,30.2,24.6,18.3,16.2,36.5,34.3,51.9,52,67,73,43.1,33.1,42.3,45.3,7.3,8.6,0.94877305617565,-0.464743780518791,-0.0161393817584501,-0.57760187213655,0.443619635937744,1.33398518714896,-0.00124418531034752,-0.885063007678993,1.04628520798491,-0.10070255837699,0.526263093394266,-0.605648095473936,-1.24226501290896,-0.535178509313267,1.13473775261562,1.04019677835371,-1.6632989736215,1.01633393884762,-0.610998320412008,-0.179947973365588
Tarleton St.,124,0.600347209943523,105.29364234791,101.633111875753,-0.0291920694618958,0.633844466474066,47.8,52.6,48.5,47.9,25.4,30.2,18.2,23.9,33.6,36.2,47,51.3,69.5,73.8,25.5,42.8,48.3,56.9,9.5,8.9,-0.969613157987599,-0.760582434316809,3.65090748022541,-3.01496504356852,-0.742269983052628,-0.585412525504215,0.0489379555402842,2.40024856305614,-0.171161944049705,-0.917814964407702,-0.966424140253289,-0.368228809667198,-0.56382997697294,-0.846383633671642,-2.35165858955553,-1.30209194471417,-0.491332630071429,-1.08386675296156,0.281526389083199,0.00829731289293751
Eastern Washington,125,0.597436175536152,111.807214015808,108.03402120476,0.95926447706185,-0.419386414381653,56.5,49.9,32.1,29.6,28.1,25.9,19.9,15.9,35.7,32.5,58.8,50.7,75.3,75.7,43.9,43.6,55.7,49.4,8.7,6.1,2.17943591054452,0.237873022251508,0.0923531289511317,0.416092343908794,-0.0752070723705434,0.888410718140187,-0.804158438920445,-1.01306215978556,0.710437717768466,0.673403931546839,2.62821042240817,-0.164726564689997,1.01013930639861,-1.58549580402279,1.2932103136234,-1.49527039610122,0.95409252697366,0.274021625363343,-0.0430280507332405,-1.74865869218663
Fresno St.,126,0.595949758399984,104.815959820942,101.333114613954,-0.101682009699815,0.683207199807405,49.4,51.2,24.6,31.5,24.7,28.4,17.9,19.7,31.2,37.3,51.1,48.3,77.3,76.1,40.4,37.5,52.6,52.8,10,9.9,-0.390477697108128,-0.242864790170276,-1.5350345316926,0.0598623419302743,-0.915212219155391,0.0315367392771635,0.199484378092178,0.608260433564248,-1.17870441469904,-1.39088004158337,0.282559055247727,0.649282415218819,1.55288733514743,-1.74109836620197,0.599892859214366,-0.0222847042750199,0.348576582806123,-0.34155443947728,0.484372913968473,0.635781600421356
South Florida,127,0.591320984736811,107.239713092902,103.849463241358,0.266130752787179,0.269157266406563,51.1,49.7,31.3,37.4,32.7,27.5,19.5,18.8,33.7,34.8,51.3,48.2,64.8,72.8,37,38.8,50.7,55,8.5,8.4,0.224853730076311,0.311832685701011,-0.0812348881841993,-1.04632555895039,1.0612704791619,0.340011371667851,-0.603429875517919,0.224262977244558,-0.129181007772648,-0.315732138911387,0.343485064784361,0.683199456048351,-1.83928784453265,-0.457377228223672,-0.0736155250686962,-0.336199687778963,-0.0225460926513996,-0.739868363785918,-0.12416666068735,-0.305444830871272
Davidson,128,0.591008796998671,108.825666731737,105.397116584054,0.506804585319966,0.0145002779065053,50.7,50.5,33.3,27.3,24.8,28.5,16.3,17.2,32.6,32.8,51.7,51.2,75,71,37,36.7,52.4,48.7,3.4,10.5,0.0800698648564438,0.0159940319029926,0.352735154654129,0.847318135777528,-0.890506185426424,-0.00273821987735682,1.00239863170227,-0.458399167323781,-0.590971306820262,0.544386183226202,0.465337083857633,-0.334311768837666,0.928727102086293,0.242834301582672,-0.0736155250686962,0.170893747112022,0.30951103802112,0.400757874007,-2.19320121451715,1.01227217293841
Middle Tennessee,129,0.590914670098045,105.96600744745,102.631025873326,0.0728416100890979,0.469643759252724,51.4,51.2,29.9,34.8,31.8,29.7,19.7,22,34.5,36,51.3,49.8,67.8,75.8,35.7,33.9,42.5,46.2,14.2,8.5,0.333441628991211,-0.242864790170276,-0.385013918171029,-0.558852924663996,0.838916175601201,-0.41403772973161,-0.703794157219181,1.58958726638124,0.206666482443796,-0.831803132193942,0.343485064784361,0.14052680277581,-1.02516580140943,-1.62439644456758,-0.331133436706337,0.847018326966671,-1.6242334288365,0.853387333448634,2.18828372300478,-0.24269640211843
Grand Canyon,130,0.590125347985791,110.013136829631,106.581032015037,0.687007191802196,-0.180305839184108,51.3,47,36.4,32.4,31.6,30.9,18.9,15.8,35.9,32.6,49.6,46,72,69.2,40.1,32.1,45,42.1,8.4,7.8,0.297245662686246,1.31028814226933,1.02538872105353,-0.108878185322708,0.789504108143269,-0.825337239585862,-0.302337030414133,-1.05572854382108,0.794399590322576,0.630398015439959,-0.174386016277035,1.4293743542981,0.114605058963075,0.943045831389016,0.54046564883645,1.28166984258752,-1.13591411902397,1.59569964693291,-0.164735965664405,-0.681935403388323
Butler,131,0.579805309971768,101.298390831102,98.5015976073469,-0.635485009518198,1.14911618206897,49.7,50.1,26.5,22.6,20,29.5,17.7,18.5,33,32.2,49.8,51.1,73.8,70.6,35.6,33.4,52.1,53.2,11.1,9.4,-0.281889798193226,0.163913358802002,-1.12276299099618,1.72851866698755,-2.0763958044168,-0.345487811422568,0.299848659793439,0.0962638251379946,-0.423047561712039,0.802421679867477,-0.113460006740401,-0.300394728008132,0.603078284837005,0.398436863761862,-0.35094250683231,0.967754859083572,0.250912720843617,-0.413975152987942,0.930635268716076,0.322039456657147
Stephen F. Austin,132,0.579189370644261,105.673303747679,102.778309356728,0.0284228329599416,0.445409153670024,51.6,51.3,39.4,41.6,31.9,32.3,21.6,23.8,38.5,34.1,49.1,51.4,71.8,70,28.7,36.8,52.6,59.4,7.9,8.6,0.405833561601146,-0.279844621895029,1.67634378531103,-1.83378135279764,0.863622209330168,-1.30518666774916,-1.65725483338117,2.35758217902062,1.88590393352602,-0.0146907261632326,-0.326701040118622,-0.402145850496732,0.0603302560881928,0.631840707030642,-1.71776834552441,0.146746440688643,0.348576582806123,-1.53649621240319,-0.367582490549679,-0.179947973365588
Hawaii,133,0.578307431988404,102.348885683339,99.57628426908,-0.476068860172553,0.972282997719442,48.7,44.7,33.7,27.2,29.6,26.5,18.3,16.8,32.8,29.7,48.4,44.7,74.9,74.8,37,26,46.6,32.7,9,9.2,-0.643849461242898,2.16082427193863,0.439529163221794,0.866067083250081,0.295383433563947,0.682760963213062,-0.00124418531034752,-0.629064703465865,-0.507009434266152,1.87756958253946,-0.539942073496845,1.87029588508204,0.901589700648854,-1.23539003911961,-0.0736155250686962,2.75465553441371,-0.823389760743949,3.29758641443346,0.0786798641979243,0.196542599151462
Long Beach St.,134,0.575036533738107,106.483888094339,103.720045045435,0.151431751080107,0.290452247085781,48.6,49.5,33.7,29.8,35,27.8,18.7,18.1,30.2,33.7,49.6,48.8,67.7,73.1,23.2,39.7,50.5,54.9,9.1,6.9,-0.680045427547862,0.385792349150517,0.439529163221794,0.378594448963687,1.62950925492812,0.237186494204288,-0.201972748712871,-0.0744017110040911,-1.5985137774696,0.157332938264285,-0.174386016277035,0.479697211071149,-1.05230320284687,-0.574079149858062,-2.80726720245289,-0.553525445589387,-0.0616116374364026,-0.721763185408253,0.119249169174979,-1.2466712621639
Air Force,135,0.572905457643112,107.012605341571,104.314061719875,0.231666382850807,0.192710399309841,54.5,49.3,31.1,34.8,22,28.6,18.8,17.1,35.6,29,55.4,52.1,71.5,74.9,45,32.7,64.9,41.8,11.1,10.8,1.45551658444519,0.459752012600023,-0.124631892468032,-0.558852924663996,-1.58227512983747,-0.0370131790318783,-0.252154889563503,-0.501065551359301,0.66845678149141,2.17861099528762,1.59246826028538,-0.639565136303471,-0.0210819482241282,-1.27429067966441,1.5111100850091,1.13678600404723,2.75110758708377,1.65001518206591,0.930635268716076,1.20051745919693
Towson,136,0.57214089261781,108.538170169856,105.829901159554,0.46317600898993,-0.0567118040409325,51.2,48.9,30.1,28.6,35.8,26.5,18.4,17.9,37,33.6,48.9,47.9,71,74.7,34.4,39.7,54.2,51.1,10.2,7.3,0.261049696381278,0.607671339499032,-0.341616913887196,0.603581818634331,1.82715752475984,0.682760963213062,-0.0514263261609775,-0.159734479075133,1.25618988937019,0.200338854371165,-0.387627049655258,0.784950578536954,-0.156768955411331,-1.19648939857482,-0.58865134834398,-0.553525445589387,0.661100941086142,-0.033766407056969,0.565511523922582,-0.995677547152532
Syracuse,137,0.571330267461048,110.264163041156,107.543782172775,0.725101269027795,-0.338720549432161,51.7,51.2,30.8,21.8,30,33.8,17,18.7,35.3,34.4,51.2,50.8,74.6,69.4,29.3,48.4,52.1,72.8,15.6,6.7,0.442029527906113,-0.242864790170276,-0.189727398893781,1.87851024676798,0.394207568479812,-1.81931105506697,0.651123645747856,0.181596593209037,0.542513972660241,-0.14370847448387,0.313022060016045,-0.198643605519529,0.820177496336529,0.865244550299421,-1.59891392476857,-2.65434110442347,0.250912720843617,-3.96259011501035,2.75625399268354,-1.37216811966958
